HIP,GLon,GLat,Lc,sptype,B-V,VMag,Lum,Cst,Name
61236,296.5366849,45.9814085,giants,K,0.992,1.22,39.01,Crv,
61240,292.9863933,62.24123853,main-sequence,F,0.427,3.24,4.63,Vir,
61245,293.6437357,60.24902788,main-sequence,F,0.364,2.51,8.26,Vir,
61246,287.6248509,72.61864251,giants,G,0.953,0.49,73.66,Vir,20 Virginis (HR 4777)
61248,299.6894901,15.71082039,giants,G,0.981,0.8,57.33,Cen,
61249,300.9815713,-1.99189016,giants,K,0.97,2.01,18.57,Mus,
61252,292.6198163,63.5489403,subgiants,G,0.83,3.22,5.42,Vir,
61255,295.7291011,51.48205017,main-sequence,F,0.491,3.05,5.17,Vir,
61256,294.9653293,55.32141442,main-sequence,G,0.632,3.82,2.73,Vir,
61257,300.082952,10.68804189,main-sequence,B,-0.024,0.9,47.16,Cen,
61260,299.9878373,12.11722541,main-sequence,F,0.538,3.12,5.24,Cen,
61263,297.7718248,37.42274944,subgiants,G,0.806,2.73,8.3,Hya,
61265,300.3120767,7.79851932,main-sequence,A,0.101,1.78,16.55,Cen,
61270,297.1287668,42.8755987,main-sequence,F,0.304,0.68,44.16,Crv,HR 4778
61272,150.6753799,81.97014885,main-sequence,G,0.71,4.83,1.13,CVn,
61276,137.4462643,76.21281072,main-sequence,K,1.002,6.62,0.27,CVn,
61278,123.4253513,32.43175832,main-sequence,G,0.842,4.12,2.37,Cam,
61280,299.3188432,21.33170397,giants,A,0.237,2.11,11.91,Cen,
61281,125.2151454,47.26036681,giants,B,-0.116,-2.03,1114.9,Dra,5 Kappa Draconis (HR 4787)
61283,140.8062994,78.42937412,giants,K,1.044,0.59,73.38,CVn,
61284,301.7738851,-12.5550922,main-sequence,K,0.76,5.59,0.55,Mus,
61288,302.1006214,-16.91164074,main-sequence,F,0.51,3.85,2.51,Cha,
61291,301.3030414,-5.93993107,main-sequence,K,0.836,6.09,0.39,Mus,Gliese 472
61292,289.8101045,70.09362651,subgiants,G,1.049,0.58,74.33,Vir,
61295,247.2035787,85.07178941,main-sequence,A,0.114,1.41,23.06,Com,22 Comae Berenices (HR 4780)
61296,296.1747337,49.8068631,giants,G,0.861,2.11,15.36,Crv,HR 4779
61300,295.9774527,51.00858074,main-sequence,G,0.658,4.09,2.12,Vir,
61302,198.3327965,85.93858843,giants,F,0.396,2.2,11,Com,
61303,292.1865276,65.41127943,main-sequence,F,0.514,3.84,2.52,Vir,
61304,291.6370608,66.70068763,giants,K,1.216,0.87,68.16,Vir,
61308,296.9484522,44.87120883,main-sequence,F,0.553,3.51,3.48,Crv,
61309,153.9741095,82.77538573,giants,K,1.011,0.67,66.43,CVn,HR 4783
61311,299.5700337,18.57155486,giants,K,1.549,0.69,146.23,Cen,
61313,300.3568773,7.85947558,main-sequence,K,0.94,6.55,0.28,Cen,
61317,136.1274534,75.31517082,main-sequence,G,0.588,4.61,1.28,CVn,8 Beta Canum Venaticorum (Chara)
61318,295.6552163,53.1700058,main-sequence,B,-0.035,0.99,45.02,Vir,21 q Virginis (HR 4781)
61320,153.190065,82.6763849,giants,K,1.051,0.72,65.73,CVn,Gliese 474 (HR 4784)
61323,297.7189104,39.17785635,main-sequence,G,0.563,4.7,1.23,Crv,
61325,296.9437883,45.58972087,giants,K,1.03,0.97,51.18,Crv,
61326,295.1739603,55.82984733,main-sequence,F,0.524,3.9,2.47,Vir,
61328,300.0516823,12.86444228,giants,F,0.428,2.31,10.02,Cen,HR 4782
61329,296.6195135,48.01931993,main-sequence,K,1.103,7.01,0.21,Crv,Gliese 3735
61330,300.4881213,6.66097832,giants,K,1.304,1.63,38.09,Cru,
61332,300.7037697,3.53850083,main-sequence,F,0.347,3.1,4.77,Cru,
61333,300.5885221,5.26126406,main-sequence,F,0.563,2.94,5.94,Cru,
61334,131.6977763,70.08355421,giants,G,1.07,-0.18,153.49,CVn,
61337,298.6983867,30.24024802,giants,G,0.889,1.94,18.31,Hya,
61339,159.4491936,83.82136238,main-sequence,F,0.535,2.75,7.23,CVn,
61342,300.0887554,12.71602351,main-sequence,A,0.157,1.95,13.82,Cen,
61345,297.175665,44.48351849,main-sequence,G,0.595,3.23,4.58,Crv,
61346,294.7596329,58.1512144,main-sequence,F,0.44,3.58,3.31,Vir,
61347,298.6881495,30.63688777,main-sequence,A,0.225,2.17,11.19,Hya,
61349,294.6018318,58.87198713,main-sequence,F,0.733,3.3,4.51,Vir,
61351,123.8388776,36.84744306,main-sequence,F,0.376,1.98,13.49,Cam,
61352,300.2717716,10.39896615,main-sequence,G,0.627,4.04,2.22,Cen,
61355,224.3690762,86.09371483,main-sequence,F,0.409,3.05,5.04,Com,
61357,299.5289651,20.91315135,main-sequence,G,0.839,5.6,0.62,Cen,
61358,294.0672236,61.17028512,giants,K,1.154,0.89,62.75,Vir,
61359,297.8739185,39.30761381,giants,G,0.893,-0.6,191.7,Crv,9 Beta Corvi (Kraz)
61363,299.8855172,16.26493725,main-sequence,K,1.118,7.22,0.18,Cen,
61366,290.4695768,70.19595929,giants,K,1.086,0.9,57.4,Vir,
61371,127.2048719,58.75062557,subgiants,A,0.214,1.28,25.46,UMa,
61373,297.0838016,46.32624986,subgiants,F,0.328,2.51,8.19,Crv,
61377,127.9600977,61.67567965,subgiants,G,0.798,3.88,2.87,UMa,
61379,299.803955,18.09759931,subgiants,G,0.683,3.5,3.77,Cen,HR 4788
61382,298.7984818,30.86155162,main-sequence,G,0.715,4.95,0.98,Hya,
61384,125.0240456,47.03856623,giants,K,1.312,-1.35,602.72,Dra,6 Draconis (HR 4795)
61391,299.5733738,21.52855188,main-sequence,K,0.898,6.36,0.32,Cen,
61392,301.4957028,-7.06616664,subgiants,F,0.466,2.41,9.25,Mus,
61394,262.1399322,84.13665246,main-sequence,A,0.012,-0.08,104,Com,23 Comae Berenices (HR 4789)
61395,302.3922931,-20.12590827,main-sequence,K,0.976,5.59,0.67,Cha,
61400,295.2533283,57.47010691,main-sequence,A,0.264,0.96,34.09,Vir,
61402,206.8926406,86.31249689,main-sequence,F,0.57,4.08,2.08,Com,
61404,301.3629393,-4.93550988,giants,M,1.514,-1.5,1003.85,Mus,BO Muscae
61406,300.0236346,15.48977919,main-sequence,K,1.078,7.13,0.18,Cen,
61409,171.5915264,85.2695618,main-sequence,F,0.513,2.34,10.01,Com,
61412,298.3972337,36.01453714,main-sequence,G,0.445,2.62,7.6,Hya,
61420,266.8123452,83.57623171,giants,K,1.242,-0.58,270.28,Com,HR 4793
61421,164.1014562,84.69448537,main-sequence,G,0.7,4.21,1.98,Com,
61424,142.2707817,80.0846566,main-sequence,F,0.46,1.92,15.04,CVn,
61426,300.6462697,6.90688382,main-sequence,F,0.409,3.23,4.4,Cru,
61428,293.3967751,64.83280616,main-sequence,F,0.478,2.25,11.36,Vir,
61433,152.4594887,83.13034063,subgiants,G,0.682,3.07,5.61,CVn,
61436,148.469015,82.24432365,main-sequence,M,1.552,7.84,0.21,CVn,Gliese 9412
61438,295.221637,58.56508143,main-sequence,F,0.462,3.65,2.96,Vir,
61442,186.1420382,86.08171536,main-sequence,G,0.605,3.03,5.53,Com,
61443,301.0520759,0.97215208,giants,G,0.731,2.85,7.07,Cru,HR 4790
61444,301.0460055,1.07260812,giants,F,0.475,1.91,14.8,Cru,
61446,301.4892193,-6.00527441,main-sequence,A,0.105,1.75,17.04,Mus,
61447,301.4592584,-5.52463628,main-sequence,A,0.046,1.37,25.67,Mus,
61449,296.7977924,50.66142072,giants,K,0.938,0.41,78.54,Crv,
61451,299.2489879,27.87660251,main-sequence,K,1.024,6.19,0.42,Cen,Gliese 1161 A
61456,296.2762915,54.03640889,giants,K,1.059,3.31,6.08,Vir,
61457,301.2807485,-2.45690451,subgiants,F,0.419,3.23,4.3,Mus,
61459,148.062894,82.28293563,giants,K,1.567,2.25,37.18,CVn,
61460,297.5444185,45.55632105,main-sequence,F,0.406,2.74,7.09,Crv,
61463,297.5230463,45.88040844,subgiants,F,0.377,2.35,9.59,Crv,
61464,295.1547313,59.61797442,main-sequence,F,0.462,4.17,1.83,Vir,
61467,296.1035486,55.21673422,main-sequence,F,0.418,2.89,6.25,Vir,
61468,299.7490154,21.75289251,main-sequence,A,0.224,2.37,9.37,Cen,HR 4794
61471,136.4619585,77.03055931,main-sequence,A,-0.024,-0.21,130.41,CVn,
61474,127.2915831,60.4172991,giants,K,1.106,1.67,29.08,UMa,
61476,297.9878565,42.25598445,main-sequence,G,0.692,5.23,0.77,Crv,
61481,128.8740089,65.7265793,main-sequence,K,0.95,6.37,0.33,CVn,
61483,125.016926,48.05140331,subgiants,G,0.713,1.51,24,Dra,
61484,300.5798895,9.42594479,main-sequence,G,0.659,4.7,1.22,Cen,
61485,296.4446003,53.6203016,main-sequence,F,0.511,3.6,3.15,Vir,
61486,296.9303281,50.62116806,subgiants,F,0.36,0.73,42.68,Crv,
61493,289.1669575,73.86240295,main-sequence,G,0.608,3.8,2.72,Vir,
61496,298.0443672,42.19764872,main-sequence,F,0.34,2.08,12.23,Crv,HR 4797
61497,141.725834,80.30017926,main-sequence,F,0.492,2.42,9.47,CVn,
61498,299.7206295,22.90613608,main-sequence,A,0.003,1.47,25.43,Cen,HR 4796
61499,156.5085068,84.08414753,giants,K,1.35,0.61,104.51,CVn,
61500,238.3387137,86.149013,giants,K,1.051,1.71,26.57,Com,
61501,302.5208807,-21.4152906,subgiants,B,0.072,0.63,49.07,Oct,
61502,299.9041075,20.47178054,main-sequence,F,0.449,3.28,4.43,Cen,
61505,299.9448655,19.93069037,main-sequence,G,0.666,4.51,1.48,Cen,
61509,299.2349408,29.82434063,main-sequence,F,0.534,3.7,3.11,Hya,
61512,127.1323109,60.17798869,giants,K,1.18,0.95,61.54,UMa,
61514,135.1201567,76.17931401,giants,K,1.125,2.11,19.66,CVn,
61517,300.2296992,15.96215423,main-sequence,G,0.73,4.38,1.73,Cen,
61518,298.80412,35.31953664,main-sequence,G,0.7,4.08,2.23,Hya,
61523,298.3930241,39.7690488,giants,K,1.008,2.61,11,Crv,
61529,294.4134748,63.66704806,main-sequence,G,0.673,5.23,0.76,Vir,
61530,300.7350664,8.10171112,main-sequence,F,0.457,3.96,2.22,Cen,
61537,301.4736562,-4.34174585,subgiants,B,-0.031,0.79,54.1,Mus,
61540,131.5087954,71.97914149,subgiants,G,0.93,2.75,9.05,CVn,
61542,296.2031709,56.61176358,main-sequence,A,0.203,1.52,20.53,Vir,
61544,299.81178,23.45576492,giants,G,0.998,-0.35,166.96,Cen,
61557,300.5369304,12.46819145,main-sequence,A,0.026,1.36,26.86,Cen,
61558,296.2591115,56.84999201,main-sequence,A,0.072,1.69,18.49,Vir,25 f Virginis (HR 4799)
61560,276.2571581,82.3403891,subgiants,F,0.493,2.75,6.86,Com,
61562,297.7613432,47.15282463,giants,K,1.072,0.92,55.89,Crv,
61564,124.7369,46.89244113,giants,K,1.408,-0.69,376.55,Dra,
61565,299.5927123,27.34724734,giants,K,1.201,1.5,37.68,Cen,
61568,298.69579,38.60265025,main-sequence,F,0.525,2.08,12.78,Crv,
61570,126.9558727,60.34035245,giants,A,0.269,3.17,4.47,UMa,
61571,283.7642772,79.41903673,giants,K,1.436,-0.74,415,Com,25 Comae Berenices (HR 4801)
61578,295.6841029,60.34824796,main-sequence,F,0.484,3.52,3.56,Vir,
61580,300.0910455,20.79760628,main-sequence,G,0.71,5.34,0.7,Cen,
61585,301.6558299,-6.29910642,main-sequence,B,-0.176,-2.24,2236.87,Mus,Alpha Muscae (HR 4798)
61589,141.4010648,80.86711281,main-sequence,G,0.671,5.16,0.81,CVn,
61593,299.6552224,27.67985548,subgiants,A,0.312,2.96,5.43,Cen,
61595,300.0426518,21.98017956,main-sequence,G,0.714,4.34,1.77,Cen,
61597,123.7678414,37.88989125,main-sequence,G,0.633,4.25,1.83,Cam,Gliese 9414
61599,296.938686,54.40750737,subgiants,A,0.051,0.26,70.17,Vir,
61607,299.2251373,34.3550264,main-sequence,F,0.433,2.75,6.85,Hya,
61608,296.159208,59.11515951,main-sequence,G,0.678,4.84,1.09,Vir,
61610,126.9537901,61.07363343,main-sequence,F,0.42,3.06,5.39,UMa,
61612,130.7161766,71.66415599,main-sequence,F,0.329,2.96,5.42,CVn,
61619,136.0747318,78.08967642,main-sequence,F,0.495,3.6,3.28,CVn,
61620,298.4860706,43.17512561,main-sequence,F,0.404,2.32,9.91,Crv,
61621,299.1720666,35.63280656,main-sequence,F,0.334,2.73,6.71,Hya,HR 4803
61622,300.5873274,14.26793649,subgiants,A,0.049,0.83,42.43,Cen,Tau Centauri (HR 4802)
61623,150.8137625,83.83898419,main-sequence,F,0.355,3.6,3.16,CVn,
61627,299.612597,30.33258804,main-sequence,G,0.617,2.78,7.04,Hya,
61628,294.2675652,66.931808,main-sequence,A,0.092,1.95,14.21,Vir,
61629,300.8092782,10.81434036,main-sequence,M,1.47,10.72,0.01,Cen,Gliese 479
61631,127.0932056,62.16594494,giants,G,0.933,0.3,86.53,UMa,
61635,301.7554149,-6.76204139,giants,G,0.889,0.8,52.59,Mus,
61637,294.7267249,65.9410889,subgiants,A,0,0.18,83.94,Vir,HR 4805
61639,301.0541428,6.89200496,main-sequence,A,0.15,1.74,16.87,Cru,
61641,294.878555,65.61915335,main-sequence,F,0.427,3.23,4.32,Vir,
61646,301.5832241,-2.99762545,main-sequence,A,0.377,3.47,3.41,Mus,
61647,300.6059889,15.69707288,main-sequence,F,0.511,1.36,24.91,Cen,
61651,298.1004032,48.68877379,subgiants,F,0.451,2.08,12.52,Crv,
61654,297.7914071,51.21680665,main-sequence,G,0.705,4.46,1.58,Vir,
61658,295.3222424,64.53326438,giants,M,1.592,-0.21,407.76,Vir,HR 4807
61659,301.1990854,4.83999265,subgiants,F,0.5,2.22,11.15,Cru,
61664,300.1577965,24.0045363,giants,K,0.979,0.68,63.25,Cen,
61672,295.8355761,62.91121584,main-sequence,F,0.491,3.68,2.98,Vir,
61675,300.576256,17.25082819,main-sequence,G,0.825,4,2.61,Cen,
61679,299.9826501,27.63486297,giants,K,1.129,1.59,31.95,Cen,
61682,300.2473095,23.41289602,giants,K,1.106,1.13,47.63,Cen,
61684,301.7740476,-5.92047552,main-sequence,A,0.377,2.85,6.27,Mus,
61685,296.883612,58.34880106,giants,K,1.595,-0.29,440.42,Vir,
61687,297.0556602,57.39933524,giants,K,0.894,5.45,0.73,Vir,
61688,298.7037327,44.51735338,main-sequence,F,0.31,1.86,15.51,Crv,HR 4809
61691,301.0265943,9.20698747,main-sequence,A,0.124,2.48,8.6,Cen,
61692,132.8796474,76.00795622,main-sequence,A,0.204,2.19,11.09,CVn,9 Canum Venaticorum (HR 4811)
61696,134.3344164,77.53784897,main-sequence,A,0.047,0.52,56.41,CVn,
61697,301.6814328,-3.85553874,giants,G,1.147,1.06,52.82,Mus,
61698,300.9152165,11.60673752,main-sequence,G,0.583,4.55,1.36,Cen,
61700,301.4544847,0.80388012,giants,K,1.051,2.26,15.98,Cru,
61702,301.0003012,10.07378091,main-sequence,F,0.506,4.16,1.88,Cen,
61704,128.0968356,66.98490053,main-sequence,K,1.582,8.44,0.14,CVn,
61705,256.2327827,86.07072215,main-sequence,F,0.468,3.04,5.55,Com,
61711,296.296746,61.85646444,main-sequence,A,0.058,1.52,22.18,Vir,
61714,295.3746541,65.62795984,main-sequence,F,0.454,3.81,2.55,Vir,
61716,301.2285417,5.92012136,main-sequence,G,0.79,5.8,0.49,Cru,
61719,270.0830348,84.72069872,giants,K,1.096,0.78,65.16,Com,HR 4812
61720,299.7718861,32.37342959,giants,K,1.207,-0.5,237.93,Hya,HR 4810
61723,302.0949458,-11.72226506,main-sequence,G,0.644,4.94,0.97,Mus,
61724,277.4260988,83.31573211,giants,G,0.978,0.88,52.66,Com,26 Comae Berenices (HR 4815)
61725,132.51525,75.91493847,giants,K,0.944,2.99,7.33,CVn,
61727,287.3454822,78.97799491,main-sequence,F,0.451,2.54,8.65,Com,
61729,300.4049658,22.44286334,main-sequence,G,0.625,3.88,2.58,Cen,
61731,123.3382734,33.47450868,main-sequence,G,0.599,2.92,6.4,Cam,
61734,126.4616717,61.04044541,subgiants,F,0.427,3.15,4.75,UMa,
61738,302.1435726,-12.51748777,main-sequence,B,0.098,0.27,66.89,Mus,HR 4804
61739,174.1113707,86.58501289,main-sequence,K,0.865,5.84,0.49,Com,
61740,297.697392,54.75229347,giants,K,1.24,-0.11,174.69,Vir,26 chi Virginis (HR 4813)
61743,299.9730771,30.07587776,subgiants,K,0.893,5.63,0.62,Hya,
61744,301.2814999,5.5092472,subgiants,G,0.711,3.42,4.16,Cru,
61746,298.8628932,44.72586222,main-sequence,G,0.6,4.19,1.91,Crv,
61748,138.5136632,80.80549552,giants,A,0.095,0.75,42.93,CVn,HR 4816
61753,301.2146689,7.17743237,main-sequence,F,0.491,2.95,5.71,Cen,
61756,299.8014445,33.26173825,giants,F,0.355,1.22,27.08,Hya,
61762,297.656085,55.82057777,main-sequence,F,0.449,3.84,2.47,Vir,
61763,297.5360023,56.64623454,giants,K,1.417,-0.52,328.07,Vir,
61765,302.0202978,-9.55123696,giants,K,1.129,1.99,22.06,Mus,
61768,299.4444523,38.98126834,giants,F,0.324,0.9,36.21,Crv,
61775,300.3343653,25.5260134,main-sequence,K,1.053,5.84,0.59,Cen,
61779,139.64101,81.65867843,main-sequence,F,0.468,3.57,3.42,CVn,
61782,300.9711621,13.62859789,main-sequence,A,0.148,2.85,6.07,Cen,
61784,299.9120768,33.14713579,giants,K,1.325,0.77,86.74,Hya,
61786,127.2302918,65.30640106,main-sequence,A,0.052,0.51,56.17,CVn,
61788,302.1320673,-11.40644463,main-sequence,G,0.577,4.66,1.24,Mus,
61789,300.5293379,22.83056608,giants,B,-0.082,-0.61,248.99,Cen,l Centauri (HR 4817)
61790,299.8754886,34.04088253,main-sequence,G,0.823,5.49,0.67,Hya,
61791,297.2163059,59.67724476,giants,K,1.002,1.48,31.02,Vir,
61792,302.3029298,-14.98648182,main-sequence,K,1.154,6.95,0.24,Cha,Gliese 2096
61794,299.5206858,39.23442416,main-sequence,G,0.583,3.83,2.64,Crv,
61796,301.7834649,-3.66503332,main-sequence,B,-0.05,0.97,47.47,Mus,HR 4814
61797,298.0679521,54.18506549,main-sequence,K,1.412,8.7,0.07,Vir,Ross 955
61801,298.5836987,49.89166361,giants,K,0.772,5.58,0.59,Crv,Ross 700
61804,299.0715579,45.10168839,main-sequence,G,0.608,4.58,1.33,Crv,
61810,300.6333354,21.55106799,main-sequence,G,0.582,4.19,1.89,Cen,
61811,124.4760539,48.2917824,main-sequence,G,0.61,4.55,1.41,Dra,
61814,299.1787101,44.25627266,main-sequence,A,0.368,3.21,4.49,Crv,
61818,141.2674438,82.55571965,giants,K,1.407,-0.2,239.61,CVn,
61823,298.5605971,50.94585892,main-sequence,G,0.561,4.91,0.96,Crv,
61825,299.2506713,43.99152505,main-sequence,F,0.56,4.28,1.73,Crv,
61828,300.4998591,24.96201577,main-sequence,A,0.095,1.17,29.27,Cen,
61832,277.9707115,83.84381789,main-sequence,F,0.544,3.31,4.17,Com,
61837,125.7824709,59.02072334,main-sequence,G,0.551,4.17,2.03,UMa,
61840,301.0804931,13.43156156,main-sequence,G,0.604,3.39,4.07,Cen,
61847,302.0160998,-7.69440165,main-sequence,A,0.253,1.21,27.14,Mus,
61853,298.9499085,48.68814455,giants,K,1.341,-0.35,249.9,Crv,
61858,298.3662603,54.32825087,main-sequence,F,0.539,3.51,3.61,Vir,
61863,300.3300313,29.9517815,main-sequence,K,0.834,5.64,0.61,Hya,
61865,296.7969904,64.04235869,main-sequence,F,0.55,3.49,3.56,Vir,
61867,299.4784807,43.071985,main-sequence,F,0.405,3.27,4.12,Crv,
61868,301.0811906,14.78614429,main-sequence,G,0.85,5.85,0.49,Cen,
61872,300.3730182,29.44716924,main-sequence,K,1.299,8.01,0.11,Hya,
61879,301.3220243,9.60138123,main-sequence,G,0.627,5.31,0.71,Cen,
61880,131.5492698,76.42847048,main-sequence,G,0.65,3.98,2.46,CVn,
61881,296.2575233,66.60399221,main-sequence,F,0.398,3.12,4.9,Vir,
61882,301.9257868,-4.88899602,main-sequence,A,0.183,2.16,11.43,Mus,
61884,300.0696913,35.09970945,subgiants,B,-0.021,0.94,45.36,Hya,
61889,294.6901512,71.53238884,main-sequence,F,0.432,1.77,16.53,Vir,
61890,212.0657722,87.66081362,main-sequence,F,0.456,1.95,14.12,Com,
61893,300.3400244,31.08144835,giants,K,1.137,2.91,9.52,Hya,
61894,298.0269019,58.01605498,main-sequence,G,0.822,4.45,1.73,Vir,
61901,290.862742,78.0065425,main-sequence,K,1.109,7.15,0.19,Com,Gliese 481
61902,156.6376782,85.99410538,main-sequence,A,0.286,2.28,10.11,Com,
61905,300.9842567,18.73170429,giants,K,1.249,1.07,58.92,Cen,
61906,301.5810516,4.52836396,main-sequence,F,0.479,3.95,2.26,Cru,
61907,301.1475805,15.17625314,main-sequence,K,0.882,5.97,0.44,Cen,
61910,299.0935139,49.78201225,subgiants,F,0.432,0.7,44.42,Crv,
61912,300.5050471,29.37962835,main-sequence,F,0.536,3.06,5.22,Hya,
61916,301.114215,16.6905363,giants,K,1.475,-1.36,800.94,Cen,HR 4818
61920,132.8615469,78.54534115,main-sequence,F,0.397,3.07,4.95,CVn,
61921,298.1134408,58.78411083,main-sequence,F,0.57,4.82,1.05,Vir,
61926,301.1936019,15.21494299,main-sequence,F,0.529,4.27,1.71,Cen,
61927,127.2232907,67.75473716,giants,K,1.293,0.02,164.99,CVn,
61928,301.5427387,6.54029235,main-sequence,F,0.538,3.8,2.69,Cru,
61930,299.7966711,42.19455623,subgiants,F,0.302,2.86,5.94,Crv,
61932,301.2552597,13.8795743,subgiants,A,-0.023,-0.8,226.31,Cen,Gamma Centauri (HR 4819)
61933,301.4790094,8.32622433,giants,G,0.943,3.12,6.49,Cen,
61934,301.3105526,12.65786106,main-sequence,F,0.515,2.44,9.75,Cen,
61936,124.8743193,54.37792033,subgiants,A,0.051,0,89.19,UMa,76 Ursae Majoris (HR 4833)
61937,294.5441521,73.13718087,main-sequence,A,0.192,2.23,10.68,Vir,27 Virginis (HR 4824)
61940,301.5752768,6.21279207,giants,K,0.737,5.4,0.68,Cru,
61941,297.8374284,61.32553727,main-sequence,F,0.368,2.4,9.12,Vir,29 Gamma Virginis (Porrima)
61946,125.7800467,61.34990262,main-sequence,K,0.955,6.43,0.31,UMa,Gliese 3743
61947,129.3309085,73.96688996,main-sequence,K,1.582,9.08,0.08,CVn,
61950,294.9728508,72.60877403,main-sequence,F,0.32,1.47,21.42,Vir,
61951,299.8360555,43.0548252,main-sequence,F,0.397,2.06,12.82,Crv,HR 4827
61953,298.1262902,60.03156945,subgiants,F,0.439,3.18,4.54,Vir,
61954,128.8747121,73.06492129,main-sequence,G,0.695,5.48,0.61,CVn,
61959,301.9111906,-1.87593887,subgiants,F,0.45,1.87,15.17,Mus,
61960,294.8872172,72.95818462,main-sequence,A,0.076,2.08,12.84,Vir,30 Rho Virginis (HR 4828)
61961,136.8032759,81.82003616,main-sequence,G,0.59,2.7,7.49,CVn,
61962,123.7406095,41.75707217,main-sequence,G,0.967,2.9,8.13,Dra,
61963,300.0016094,41.02392876,main-sequence,F,0.612,2.55,8.68,Crv,
61965,301.2712665,15.2349975,giants,K,1.053,1.19,42.81,Cen,
61966,301.7322621,3.16382135,subgiants,B,-0.044,-2.41,1072.77,Cru,39 Crucis (HR 4823)
61968,296.1777984,69.55391032,main-sequence,A,0.002,1.3,29.82,Vir,31 d1 Virginis (HR 4829)
61969,298.8039263,55.29558799,giants,K,1.58,-0.13,363.46,Vir,28 Virginis
61971,298.5441707,57.57046832,main-sequence,G,0.747,3.57,3.71,Vir,
61977,297.7084647,63.2717779,main-sequence,F,0.475,3.06,5.36,Vir,
61982,301.5729153,8.08623925,giants,K,1.26,0.19,136.27,Cen,
61983,301.6376215,6.4048082,main-sequence,F,0.435,3.75,2.67,Cru,
61984,300.629582,31.01069939,main-sequence,G,0.6,4.63,1.27,Cen,
61986,232.7765098,87.79509471,main-sequence,K,1.071,6.07,0.49,Com,
61991,297.0597522,67.05975928,giants,K,1.535,0.5,168.85,Vir,
61992,297.9805943,62.47580747,main-sequence,F,0.51,2.81,6.51,Vir,
61993,299.6492717,47.72993405,giants,K,1.035,1.31,37.55,Crv,
61995,139.0821876,83.15048066,giants,K,1.074,2.79,10.03,CVn,
61996,301.5020217,10.89727405,subgiants,G,0.737,5.02,0.96,Cen,
61998,301.0367303,22.90209166,main-sequence,G,0.715,5.62,0.56,Cen,
61999,301.1841491,19.36123394,main-sequence,G,0.616,4.66,1.24,Cen,
62001,299.7029588,47.57729413,giants,K,1.157,1.27,43.99,Crv,
62002,301.8433542,1.83428081,main-sequence,A,0.162,2.16,11.41,Cru,
62004,301.5205267,11.03616407,main-sequence,G,0.648,4.96,0.96,Cen,
62005,297.8020853,64.11174388,subgiants,A,0.113,2.45,8.87,Vir,
62006,134.5538458,80.97588042,giants,G,0.69,3.79,2.9,CVn,
62009,300.9956374,24.93550245,main-sequence,F,0.378,2.27,10.84,Cen,
62011,302.173568,-7.33566309,main-sequence,F,0.563,4.08,2.08,Mus,
62012,301.4311393,14.03293838,giants,K,1.075,0.83,60.94,Cen,w Centauri (HR 4831)
62013,298.8537234,57.33365264,main-sequence,F,0.47,3.41,3.81,Vir,
62014,166.18037,87.18343707,main-sequence,G,0.592,4.36,1.63,Com,
62016,297.6611088,65.35856852,main-sequence,G,0.795,5.59,0.59,Vir,
62017,180.071153,87.6985543,subgiants,F,0.389,3,5.61,Com,
62018,138.179013,83.05228806,main-sequence,F,0.534,2.47,9.03,CVn,
62021,301.3702136,16.60144862,main-sequence,G,0.71,3.96,2.52,Cen,
62024,299.8659066,47.35628007,giants,A,0.275,2.23,10.59,Crv,
62025,302.0702948,-3.60038749,giants,B,-0.026,0.22,87.86,Mus,
62026,301.718279,6.90450324,main-sequence,B,-0.023,0.89,47.57,Cru,HR 4832
62027,301.9579907,-0.2031296,subgiants,B,0.195,-2.56,875.72,Cru,HR 4830
62028,301.126549,23.33927979,main-sequence,G,0.623,3.62,3.34,Cen,
62029,302.1913035,-7.12996536,main-sequence,F,0.475,2.71,7.04,Mus,
62032,301.555629,12.0323038,main-sequence,F,0.345,3.08,5.08,Cen,
62036,298.6096004,60.54915171,main-sequence,K,0.929,6.27,0.35,Vir,
62039,298.868195,58.75619115,main-sequence,G,0.675,4.68,1.26,Vir,
62040,126.574842,67.83500082,giants,G,0.746,3.74,3.13,CVn,
62043,301.9209464,1.70653388,subgiants,F,0.444,3.5,3.38,Cru,
62046,124.7340486,55.9435872,giants,K,1.268,0.32,120.31,UMa,HR 4840
62050,302.459983,-14.48694785,subgiants,B,0.332,1.68,17.73,Cha,
62055,302.2008981,-6.68566266,main-sequence,F,0.511,3.7,2.87,Mus,
62057,299.1358097,57.07084331,main-sequence,K,0.808,5.97,0.42,Vir,
62058,301.7713646,6.67688451,main-sequence,B,-0.074,0.65,73.59,Cru,HR 4834
62059,126.6969116,68.64903682,main-sequence,G,0.695,4.48,1.54,CVn,
62063,300.6918863,35.46350958,main-sequence,G,0.638,4.35,1.67,Hya,
62073,241.3405464,87.92528846,giants,F,0.369,0.99,33.63,Com,
62081,301.2759007,22.66821328,giants,A,0.242,2.25,10.43,Cen,HR 4836
62084,301.9012082,3.95306829,giants,K,1.092,0.27,103.74,Cru,HR 4835
62086,301.3313468,21.52529655,giants,M,1.598,0.3,255.76,Cen,
62090,300.7272607,36.5364277,giants,K,1.113,0.91,58.71,Hya,
62093,300.9551739,31.45562104,main-sequence,G,0.73,4.8,1.18,Cen,
62095,300.8746099,33.3989924,main-sequence,G,0.79,5.52,0.58,Hya,
