HIP,Longitudine galactică,Latitudine galactică,Nume,Constelație,Tipul Spectral,Clasă de luminozitate,Index B-V(culoare),Magnitudine absolută(VMag),Luminozitate(Lum),Magnitudine aparentă (Vmag),Temperatură efectivă,Radius
66366,309.3318028,7.05683352,,Centaurus,K,giants,1.163,1.15,49.78,7.94,4809,11.416
66355,309.3709806,7.37320702,,Centaurus,K,giants,1.464,0.99,90.25,7.68,4420,31.896
66754,310.0841389,7.36310196,,Centaurus,G,main-sequence,0.646,5.15,0.81,8.46,5772,0.861
66821,310.2504531,7.595941,Q Centauri (HR 5141),Centaurus,B,main-sequence,-0.055,0.4,84.17,4.99,10740,2.413
66642,309.9007765,7.43301349,,Centaurus,F,main-sequence,0.521,3.7,2.89,9,6544,1.698
66851,310.2870534,7.5656217,,Centaurus,G,main-sequence,0.546,4.67,1.19,9.18,6405,1.089
66651,310.04368,8.05502673,,Centaurus,B,main-sequence,-0.003,1.79,19.56,7.34,11735,1.46
65988,308.8235181,7.89703086,,Centaurus,K,giants,1.071,1.7,27.36,8.16,4746.1,8.24
67102,311.0109394,8.71748001,,Centaurus,F,main-sequence,0.535,4.09,2.02,8.83,6260,1.3
67253,311.2890113,8.68427595,,Centaurus,K,super-giants,1.164,1.1,52.18,7.23,4849,10.841
67703,312.1410335,8.97254424,N Centauri (HR 5207),Centaurus,B,main-sequence,-0.084,0.76,70.18,5.26,11508,2.458
67815,312.4319129,9.22138298,,Centaurus,A,main-sequence,0.091,2.6,7.81,8.25,9404,1.819
67401,311.6491616,9.06815923,,Centaurus,G,main-sequence,0.558,4.03,2.17,7.93,6115,1.466
67260,311.5293468,9.6696354,,Centaurus,A,main-sequence,0.02,1.72,19.32,6.93,10001,1.766
63832,304.7780815,5.76750032,,Centaurus,B,main-sequence,0.125,2.16,11.56,8.13,8390,2.758
64005,305.0676494,6.06341671,,Centaurus,G,main-sequence,0.625,4.15,2.01,8.81,5840,1.429
64013,305.0827315,6.17002725,,Centaurus,F,main-sequence,0.419,3.49,3.39,8.61,6906,1.502
64673,306.3551028,7.37150353,,Centaurus,G,main-sequence,0.63,4.49,1.5,8.33,5917.4,1.271
64067,305.2690854,7.28430337,,Centaurus,F,main-sequence,0.422,2.83,6.21,9.05,6951,1.541
64601,306.2599033,7.76094102,,Centaurus,K,giants,1.011,2.13,17.24,7.99,4980,7.723
64290,305.7012685,7.82075343,,Centaurus,G,main-sequence,0.777,5.17,0.86,9.82,5744,1.082
65314,307.4870174,7.38126066,,Centaurus,F,main-sequence,0.502,2.62,7.78,8.79,6620,2.261
65425,307.8600921,8.63966362,,Centaurus,K,giants,1.29,0.17,144.36,7.07,4595,19.352
65394,307.8082999,8.7687333,,Centaurus,A,main-sequence,0.064,1.53,21.67,7.4,9861,1.699
65488,307.9799145,8.70068522,,Centaurus,F,main-sequence,0.358,2.37,9.62,8.4,6862,2.6
63712,304.6821788,8.24094037,,Centaurus,K,giants,1.086,2.1,19.14,8.41,4980,9.825
63974,305.1669925,8.513449,,Centaurus,A,main-sequence,0.282,1.76,17.03,7.93,7453,2.073
64053,305.3744231,9.33518616,HR 4951,Centaurus,B,main-sequence,-0.061,0.7,66.77,5.7,10990,2.384
64233,305.7201625,9.35928932,,Centaurus,F,main-sequence,0.502,3.97,2.24,8.55,6136,1.317
64676,306.5153237,9.01183178,,Centaurus,F,main-sequence,0.595,3.8,2.71,8.99,6435,1.36
64957,307.0902869,9.42843321,,Centaurus,G,main-sequence,0.746,5.18,0.83,8.96,5567.9,0.981
65167,307.4315101,9.25384607,,Centaurus,F,main-sequence,0.488,2.41,9.34,8.4,6714,2.213
64749,306.7666329,10.27245054,,Centaurus,K,giants,1.03,1.29,38.16,6.89,4919,10.09
64982,307.1836582,9.98847459,,Centaurus,F,main-sequence,0.483,2.95,5.67,7.79,6443,1.648
65126,307.4900785,10.35612981,,Centaurus,F,main-sequence,0.569,4.23,1.8,8.72,6148,1.127
65824,308.7784231,9.68017922,,Centaurus,K,giants,1.122,1.07,51.16,7.38,4888,10.356
67003,311.0649686,9.94203307,,Centaurus,K,giants,1.132,1.04,53.29,7.69,4839,10.654
66990,311.1423596,10.40960803,,Centaurus,G,sub-giants,0.735,3.94,2.59,8.25,5578,1.541
67223,311.546868,10.23829873,,Centaurus,F,main-sequence,0.52,4.3,1.67,8.97,6441,1.479
66561,310.4573737,11.07816418,,Centaurus,F,main-sequence,0.504,1.42,23.45,8.29,6427,3.48
67170,311.7007685,11.37582751,,Centaurus,F,main-sequence,0.506,3.69,2.89,8.95,6471,1.433
67304,312.0360893,11.55487765,HR 5176,Centaurus,K,giants,1.351,-0.45,278.99,5.46,4337,36.618
67306,312.0852236,11.7445093,,Centaurus,A,main-sequence,0.116,1.11,30.43,7.29,9008,2.659
65413,308.1031884,10.66495769,,Centaurus,K,giants,1.333,-0.35,246.7,6.68,4473,26.085
65810,308.9868648,11.25953997,K Centauri (HR 5071),Centaurus,A,giants,0.059,-0.91,207.78,5.04,9076,4.94
65426,308.1788403,11.0291576,,Centaurus,A,main-sequence,0.093,2.06,12.85,7.01,9097,1.735
65894,309.1514398,11.26593717,,Centaurus,F,main-sequence,0.574,3.48,3.6,9.1,6444,1.862
66540,310.6121723,12.11468908,,Centaurus,K,giants,1.34,1.12,64.25,7.95,4413,19.976
67068,311.791925,12.65341049,,Centaurus,F,main-sequence,0.401,3.66,3.04,8.45,6713,1.65
66242,310.033124,12.40876905,,Centaurus,F,main-sequence,0.518,3.13,4.99,8.18,6510.2,1.945
66854,311.5264108,13.55971625,,Centaurus,K,main-sequence,0.78,5.94,0.43,9.15,5381.1,0.84
58699,296.8240209,2.30040692,,Crux,G,main-sequence,0.649,4.12,2.09,8.74,5939.4,1.424
59084,297.3475035,2.69453639,,Crux,F,main-sequence,0.23,2.94,5.77,8.64,6857,2.216
59213,297.5142807,2.93259131,,Crux,F,main-sequence,0.459,4,2.28,8.69,6507,1.286
58901,296.9872618,3.07861952,,Crux,B,main-sequence,-0.034,1.17,37.93,6.3,11649,1.862
59282,297.4578242,4.07724937,,Crux,A,main-sequence,0.163,2.31,9.95,7.39,8313,1.577
59437,297.6859806,4.20719648,,Crux,F,main-sequence,0.585,4,2.26,8.9,6110,1.501
60557,299.4123996,4.57012511,,Crux,F,sub-giants,0.69,1,37.84,7.927,6869,4.067
60557,299.4123996,4.57012511,,Crux,F,sub-giants,0.69,1,37.84,7.728,4966,10.693
60497,299.3047272,4.76136435,,Crux,F,main-sequence,0.557,4.25,1.76,7.75,6109,1.192
59965,298.4693151,4.73090206,,Crux,K,giants,1.584,-0.66,589.13,6.75,4318,68.647
60302,298.9325201,5.33395924,,Crux,F,main-sequence,0.407,3.19,4.61,8.88,6730,1.671
59901,298.3461146,4.86361377,,Crux,K,main-sequence,0.835,5.76,0.52,9.11,5282.9,0.876
60306,298.909212,5.59236208,,Crux,F,giants,0.347,3.12,4.7,8.17,7123,1.594
60969,299.9478788,6.22195902,HR 4754,Crux,M,giants,1.572,-0.17,360.5,5.78,3935,45.088
60870,299.7522489,6.3232001,HR 4749,Crux,K,giants,0.92,3.02,7.04,6.15,5029,3.366
59710,297.9002215,5.73408541,,Crux,F,main-sequence,0.604,3.28,4.43,7.92,6173,1.777
58642,296.2381836,4.71739326,HR 4592,Crux,A,main-sequence,-0.004,1.11,36.32,6.16,9840,2.306
58856,296.5800463,4.92428052,,Crux,A,main-sequence,0.004,0.91,42.51,7.55,10255,2.903
59318,297.3026686,5.42960662,,Crux,G,main-sequence,0.754,5.47,0.64,9.05,5513.5,0.911
59603,297.726099,5.59330118,,Crux,F,main-sequence,0.425,3.51,3.33,8.56,6686,1.545
59360,297.292257,5.98275101,,Crux,A,main-sequence,0.127,1.94,14.16,6.97,8710,1.789
59397,297.3402303,6.0318295,,Crux,A,main-sequence,0.117,2.08,12.5,7.33,8685,1.646
59908,298.2899481,5.42581693,,Crux,F,main-sequence,0.554,3.77,2.73,9.1,6357,1.368
60679,299.3718795,6.72696274,,Crux,K,main-sequence,0.842,5.46,0.7,9.23,5361,0.935
60885,299.6814379,7.27265642,,Centaurus,G,sub-giants,0.639,3.29,4.43,8.89,5959,1.804
59960,298.2189552,6.58893496,,Crux,F,main-sequence,0.458,2.99,5.67,7.8,6473.8,2.124
61928,301.5427387,6.54029235,,Crux,F,main-sequence,0.538,3.8,2.69,7.86,6336.2,1.423
62058,301.7713646,6.67688451,HR 4834,Crux,B,main-sequence,-0.074,0.65,73.59,5.99,11402,2.494
62026,301.718279,6.90450324,HR 4832,Crux,B,main-sequence,-0.023,0.89,47.57,6.06,10641,2.321
61188,300.2719231,6.30498584,,Crux,F,main-sequence,0.516,3.6,3.25,8.14,6333.2,1.389
61330,300.4881213,6.66097832,,Crux,K,giants,1.304,1.63,38.09,7.92,4482,13.234
61426,300.6462697,6.90688382,,Crux,F,main-sequence,0.409,3.23,4.4,8.68,6944,2.085
61753,301.2146689,7.17743237,,Centaurus,F,main-sequence,0.491,2.95,5.71,8.57,6346,1.405
62861,303.168637,7.91851532,HR 4885,Centaurus,K,giants,1.309,0.4,118.1,5.91,4271,22.289
63185,303.7043305,8.54472766,,Centaurus,K,giants,1.33,2.15,24.51,8.34,4459,14.587
63105,303.5788096,8.61915824,,Centaurus,F,main-sequence,0.568,4.27,1.73,9.41,6296,1.241
62312,302.1498464,8.25142423,,Centaurus,K,super-giants,1.14,0,141.18,6.65,4845,25.824
63132,303.6257454,9.01303305,,Centaurus,K,main-sequence,0.801,5.75,0.54,9.51,5190.8,0.886
63111,303.6125205,9.76047947,,Centaurus,A,giants,0.34,3.08,4.89,8.22,7601,1.643
61055,299.9832224,7.41254163,,Centaurus,F,main-sequence,0.352,3.27,4.27,8.04,6904,1.881
61265,300.3120767,7.79851932,,Centaurus,A,main-sequence,0.101,1.78,16.55,7.61,9254,1.566
61313,300.3568773,7.85947558,,Centaurus,K,main-sequence,0.94,6.55,0.28,9.37,4947.2,0.729
61530,300.7350664,8.10171112,,Centaurus,F,main-sequence,0.457,3.96,2.22,9.31,6735,1.422
62171,301.9014943,8.51108141,,Centaurus,F,main-sequence,0.445,3.66,2.91,8.9,6690,1.386
61933,301.4790094,8.32622433,,Centaurus,G,giants,0.943,3.12,6.49,8.92,5160,4.419
61691,301.0265943,9.20698747,,Centaurus,A,main-sequence,0.124,2.48,8.6,8.95,8597,2.089
61879,301.3220243,9.60138123,,Centaurus,G,main-sequence,0.627,5.31,0.71,9.67,5922.9,0.99
62297,302.1032887,9.24618523,,Centaurus,G,main-sequence,0.67,3.56,3.54,8.97,5681.4,1.419
62703,302.8593047,10.08428829,HR 4872,Centaurus,A,main-sequence,0.127,0.67,45.4,5.7,8636,3.977
62134,301.8161781,9.35001251,,Centaurus,F,main-sequence,0.408,3.34,4.12,8.62,7104.1,1.44
62196,301.9205602,10.10300498,,Centaurus,F,main-sequence,0.441,3.21,4.41,7.89,6718,2.046
62681,302.8095884,10.95877297,,Centaurus,G,main-sequence,0.662,4.22,2.02,8.35,5591,1.677
58528,295.9855002,5.06131557,,Crux,F,main-sequence,0.484,3.35,3.93,8.54,6600,1.418
59032,296.6254707,6.15895841,,Crux,K,giants,1.235,1.82,29.15,8.05,4679,10.887
59593,297.5843323,6.41003349,,Crux,A,main-sequence,0.347,1.59,19.64,8.24,7211,3.899
59716,297.7681167,6.71460104,,Crux,F,main-sequence,0.48,3.57,3.21,8.45,6513,1.739
59642,297.5471752,7.27113586,,Centaurus,G,main-sequence,0.623,4.63,1.29,8.43,6012,1.08
59340,297.0347669,7.272479,,Centaurus,F,main-sequence,0.42,3.15,4.84,8.08,6644.9,1.563
59813,297.9108434,6.81662649,,Crux,K,giants,1.008,1.68,25.76,8.16,5077,10.093
59907,298.0132817,7.45929494,,Centaurus,F,sub-giants,0.423,3.06,5.05,8.4,6774,1.715
60257,298.5282977,8.11271246,,Centaurus,A,main-sequence,0.308,1.89,14.89,8.43,7097,2.359
60888,299.5712727,8.58298755,,Centaurus,F,main-sequence,0.542,3.57,3.29,9,6262,1.207
60839,299.4451428,9.13757609,,Centaurus,K,giants,1.042,1.48,32.26,7.48,4886,11.733
58714,296.0060471,6.67925359,,Centaurus,G,sub-giants,0.794,3.2,5.38,7.91,5252,2.732
58782,296.0787796,6.90948007,,Centaurus,K,giants,1.037,2.22,16.26,7.49,4736,7.094
58523,295.6079955,6.88529438,,Centaurus,G,main-sequence,0.561,3.55,3.36,8.53,6047,1.576
59448,297.1041054,8.00309522,,Centaurus,F,main-sequence,0.558,3.08,5.35,6.8,6143.6,1.936
59505,297.1573557,8.20079577,,Centaurus,A,main-sequence,0.332,3.17,4.47,8.6,7146,1.307
59675,297.4101156,8.55237175,,Centaurus,A,main-sequence,0.078,1.35,25.25,7.77,9200,2.2
58816,296.0251967,7.51691474,,Centaurus,F,main-sequence,0.465,2.91,5.83,7.45,6647,1.683
59016,296.2628407,8.02481147,,Centaurus,K,giants,1.065,1.98,20.8,7.03,4753,5.856
59081,296.3588248,8.27075946,,Centaurus,F,main-sequence,0.595,4.65,1.25,8.82,5949,0.987
60052,298.0985777,8.69411219,,Centaurus,F,main-sequence,0.435,2.92,5.89,8.25,6540.9,2.103
60744,299.1745052,9.99032997,,Centaurus,K,giants,1.201,1.12,53.87,6.99,4678,11.068
60542,298.8065117,10.08661576,,Centaurus,F,giants,0.641,1.27,28.69,7.78,6072,4.141
60835,299.2929064,10.63175094,,Centaurus,F,main-sequence,0.543,2.3,10.98,7.82,6125.9,2.882
60408,298.5587267,10.21102339,,Centaurus,K,giants,1.075,1.36,37.15,7.86,4847,10.089
60374,298.4843387,10.33105519,,Centaurus,G,giants,1.01,0.93,52.17,6.52,4968,11.029
61484,300.5798895,9.42594479,,Centaurus,G,main-sequence,0.659,4.7,1.22,9.22,6064,1.606
61702,301.0003012,10.07378091,,Centaurus,F,main-sequence,0.506,4.16,1.88,8.26,6305,1.268
61352,300.2717716,10.39896615,,Centaurus,G,main-sequence,0.627,4.04,2.22,9.2,5798,1.305
61629,300.8092782,10.81434036,Gliese 479,Centaurus,M,main-sequence,1.47,10.72,0.01,10.65,3433,0.424
62346,302.1669901,10.58210558,,Centaurus,F,main-sequence,0.583,4.13,2,9.34,6200,1.29
62445,302.3639337,11.42390108,,Centaurus,G,sub-giants,0.796,4.02,2.52,9.52,5007,2.348
62968,303.3710844,11.50368276,,Centaurus,F,giants,0.445,1.33,24.83,7.6,6683,3.217
62004,301.5205267,11.03616407,,Centaurus,G,main-sequence,0.648,4.96,0.96,9.79,5781,1.328
62293,302.0521212,11.41149183,,Centaurus,G,main-sequence,0.787,3.92,2.73,9.25,5222,2.916
62775,302.9992564,12.29243026,,Centaurus,G,main-sequence,0.807,5.52,0.64,9.95,5445,0.836
62618,302.673748,12.54713869,,Centaurus,K,giants,1.36,0.43,125.17,6.93,4379,22.65
62728,302.9029047,12.60474195,,Centaurus,F,main-sequence,0.47,2.42,9.17,8.43,6682,2.649
61257,300.082952,10.68804189,,Centaurus,B,main-sequence,-0.024,0.9,47.16,6.55,10585,2.026
61698,300.9152165,11.60673752,,Centaurus,G,main-sequence,0.583,4.55,1.36,8.34,6058,1.008
61048,299.6220061,11.62742992,,Centaurus,F,main-sequence,0.592,4.01,2.24,9.08,6287,1.29
61260,299.9878373,12.11722541,,Centaurus,F,main-sequence,0.538,3.12,5.24,7.3,6108.3,1.939
61557,300.5369304,12.46819145,,Centaurus,A,main-sequence,0.026,1.36,26.86,6.4,9316,2.202
62032,301.555629,12.0323038,,Centaurus,F,main-sequence,0.345,3.08,5.08,8.74,6941,1.71
62277,301.9926955,12.68165089,,Centaurus,F,main-sequence,0.445,3.65,3.1,7.13,6397.8,1.348
62657,302.7485375,13.00779563,,Centaurus,F,main-sequence,0.502,3.76,2.72,8.91,6542,1.292
61934,301.3105526,12.65786106,,Centaurus,F,main-sequence,0.515,2.44,9.75,8.23,6183.5,2.949
62390,302.222074,13.39147142,,Centaurus,F,main-sequence,0.541,4.51,1.38,9.52,6335.5,1.661
62655,302.7414963,14.41177887,HR 4871,Centaurus,A,sub-giants,0.046,-0.07,97.03,6.26,9333,3.507
63502,304.3043218,8.70306862,,Centaurus,G,main-sequence,0.723,3.9,2.67,9.3,5634,1.744
63771,304.8732925,9.42861401,,Centaurus,F,main-sequence,0.41,2.66,7.23,8.48,6953,2.129
63947,305.1909686,9.5882423,,Centaurus,G,main-sequence,0.884,3.58,4.04,9.28,5397,2.663
64307,305.8974917,9.85246955,,Centaurus,K,giants,1.107,0.36,96.63,6.67,4951,12.073
64044,305.3980817,9.88910003,,Centaurus,F,main-sequence,0.54,3.62,3.14,8.83,6339,1.563
63527,304.3977592,9.70862566,,Centaurus,F,main-sequence,0.358,1.85,15.66,7.79,6790.9,2.643
63833,305.0277403,10.3756828,Gliese 496.1,Centaurus,K,main-sequence,1.362,8.05,0.11,9.05,4013,0.767
64026,305.4026548,10.77955139,,Centaurus,F,main-sequence,0.482,4.08,2.01,8.65,6350,1.254
63799,304.9778811,10.64131673,,Centaurus,G,main-sequence,0.737,4.01,2.44,9.4,5784,1.895
64637,306.6257949,10.89853231,,Centaurus,F,main-sequence,0.436,2.56,8.51,7.62,6431.9,2.872
65219,307.789368,11.30151002,,Centaurus,A,giants,0.227,1.82,15.47,7.09,7978,2.391
64933,307.2548378,11.35802857,HR 5016,Centaurus,A,main-sequence,-0.001,-0.14,115.13,6.18,10211,3.592
65098,307.6294161,11.91901515,,Centaurus,G,main-sequence,0.645,4.17,1.99,9.58,5932,1.659
64752,306.9168266,11.72465959,,Centaurus,A,giants,0.339,3.03,5.09,8.59,7302,1.562
63272,303.9384254,10.24387529,,Centaurus,F,sub-giants,0.351,3.3,3.96,8.4,6852,1.711
63224,303.8465739,10.8122869,,Centaurus,F,main-sequence,0.592,3.74,2.87,9.26,6367,2.223
64146,305.7004141,11.46712052,,Centaurus,F,main-sequence,0.496,3.31,4.07,9.1,6557,1.884
63838,305.1106656,11.77308919,,Centaurus,K,giants,0.972,1.07,44.22,7.7,4503,14.429
63862,305.1644109,11.95512307,,Centaurus,G,main-sequence,0.678,4.89,1.05,8.33,5719,0.975
63307,304.042181,11.34748099,,Centaurus,K,giants,0.918,1.12,40.16,7.47,5239,8.304
63210,303.8332437,11.66317192,H Centauri (HR 4913),Centaurus,B,main-sequence,-0.066,-0.09,138.66,5.17,11722,3.486
63435,304.3016738,11.93941681,,Centaurus,F,main-sequence,0.489,3.38,3.82,9.21,6255.5,1.628
64058,305.583569,12.43725213,,Centaurus,G,main-sequence,0.746,5.27,0.78,8.75,5475.6,0.988
64216,305.9262522,12.61565271,,Centaurus,K,giants,1.089,1.16,45.49,7.61,4937,12.487
64401,306.3453773,13.11750255,,Centaurus,F,main-sequence,0.4,2.83,6.49,8.77,6633,2.391
64170,305.876663,13.27579881,,Centaurus,A,main-sequence,0.112,1.03,32.8,7.83,9357,2.763
64623,306.8631562,13.73712892,HR 4996,Centaurus,K,giants,1.061,1.56,30.82,5.84,4738,8.66
65372,308.2841454,12.71167996,HR 5046,Centaurus,G,giants,0.959,1.08,42.95,6.48,5107,8.704
65160,307.8590131,12.88733336,,Centaurus,K,giants,1.208,1.13,53.32,7.96,4606,16.436
65742,309.1792196,13.449119,,Centaurus,F,sub-giants,0.415,3.06,5.04,7.7,6718,1.563
65551,308.8261666,13.68606023,,Centaurus,A,main-sequence,0.032,1.25,29.34,6.7,9876,2.032
66330,310.4373042,13.70928976,,Centaurus,A,main-sequence,0.174,1.59,19.21,7.73,8183,1.729
66236,310.2902042,13.98365158,HR 5103,Centaurus,B,giants,-0.052,-1.02,310.69,6.32,9565,5.882
65975,309.8221038,14.18069777,,Centaurus,K,giants,0.996,0.76,59.96,7.66,5022,9.015
66381,310.8265788,14.87918019,,Centaurus,K,giants,0.875,2.8,8.26,7.58,5081,3.759
66573,311.2632962,15.13192643,,Centaurus,K,giants,1.185,1.17,50.26,7.66,4673,11.52
65089,307.7933723,13.37410947,,Centaurus,A,main-sequence,0.264,3.04,5.25,7.95,7530,1.604
65136,307.9227568,13.86431715,,Centaurus,F,main-sequence,0.391,3.27,4.12,9.23,7208,1.347
65517,308.821216,14.22909838,,Centaurus,G,main-sequence,0.599,4.61,1.28,9.76,5686,1.072
65685,309.2908399,14.71384775,,Centaurus,F,main-sequence,0.546,3.88,2.47,8.71,6015,1.427
65373,308.5425813,14.62754095,,Centaurus,K,giants,1.034,0.36,89.48,6.77,4940,9.66
65822,309.5264336,14.50669192,,Centaurus,A,main-sequence,0.08,1.28,26.59,6.94,9065,2.177
66209,310.4269184,15.00427735,,Centaurus,G,main-sequence,0.649,5.2,0.79,8.45,5736.5,0.858
66032,310.0597301,14.88748813,,Centaurus,K,main-sequence,0.889,6.08,0.4,9.17,5125,0.759
66047,310.1114543,15.02850943,,Centaurus,G,main-sequence,0.603,4.27,1.77,7.17,5995.7,1.184
65965,310.0430813,15.58242769,,Centaurus,B,main-sequence,0.006,1.73,20.03,7.55,10097,1.675
65857,309.803807,15.8191546,,Centaurus,F,main-sequence,0.53,3.99,2.22,9.09,6335,1.452
66105,310.5233724,16.72699983,,Centaurus,K,giants,1.158,1.92,24.21,8.69,4694,13.999
63439,304.3291186,12.45897486,,Centaurus,F,sub-giants,0.413,3.41,3.64,9.14,6567.9,1.444
63065,303.5577275,12.25074177,,Centaurus,F,sub-giants,0.403,3.63,2.97,8.85,6799,1.611
63864,305.2252681,13.01185537,,Centaurus,F,main-sequence,0.449,3.64,2.96,9.17,6335,1.386
63973,305.4467111,13.11197254,,Centaurus,K,main-sequence,0.813,5.87,0.47,8.48,5291.7,0.792
63724,304.9519544,13.2969789,Xi-1 Centauri (HR 4933),Centaurus,A,sub-giants,0.029,0.68,50.36,4.83,9220,2.48
63606,304.7553649,14.2523371,,Centaurus,A,sub-giants,0.351,2.83,6.15,8.68,7082,2.187
63728,305.0146002,14.43510521,,Centaurus,F,main-sequence,0.471,2.96,5.63,8.49,6766,1.54
63963,305.4531245,13.54398373,,Centaurus,F,main-sequence,0.349,3.19,4.68,8.29,6906,1.778
64199,306.0087463,14.23942027,,Centaurus,F,giants,0.443,1.34,24.66,6.84,6830,5.067
64617,307.0558124,15.82820094,,Centaurus,F,main-sequence,0.332,2.37,9.86,7.97,6949,2.261
62867,303.2158548,13.92757151,e Centauri (HR 4888),Centaurus,K,giants,1.344,-0.45,273.03,4.33,4306,28.347
63229,303.9411864,14.22416301,,Centaurus,F,main-sequence,0.569,3.76,2.78,8.2,6363,1.344
63464,304.4399173,14.24215464,,Centaurus,G,sub-giants,0.972,1.12,42.04,6.95,4761,11.557
63403,304.3206149,14.32451743,,Centaurus,F,sub-giants,0.428,4.79,1.02,8.87,6676,1.237
63120,303.7210671,14.82957824,,Centaurus,A,giants,0.302,2.46,8.58,8.08,7339,2.04
62799,303.0447314,14.77731153,HR 4880,Centaurus,A,main-sequence,0.04,0.29,69.43,6.31,9732,2.976
63009,303.4900332,14.80649395,,Centaurus,G,main-sequence,0.728,4.43,1.64,8.93,5585,1.014
63849,305.3475056,15.69077974,,Centaurus,F,giants,0.414,1.42,22.68,6.44,6975,3.107
64341,306.4832949,16.13271242,,Centaurus,F,main-sequence,0.436,2.74,6.78,8.51,6714,1.863
64323,306.4955492,16.86642542,,Centaurus,F,main-sequence,0.516,3.58,3.42,8.54,6154.9,1.415
64214,306.2486781,16.90443254,,Centaurus,F,main-sequence,0.53,4.23,1.78,8.36,6200,1.084
64867,307.5197093,15.04735379,,Centaurus,B,main-sequence,-0.005,-1.49,400.92,6.63,10553,5.585
65144,308.1652705,15.6914595,HR 5029,Centaurus,K,giants,1.106,0.25,106.67,5.76,4796,12.698
65377,308.7755996,16.30291365,,Centaurus,F,main-sequence,0.518,3.98,2.23,8.5,6327,1.398
65390,308.936759,17.25377365,,Centaurus,G,main-sequence,0.684,5.31,0.71,9.33,5683,0.905
65798,309.8379478,16.82610619,,Centaurus,B,sub-giants,-0.042,0.12,104.21,6.61,10592,3.902
65689,309.6971997,17.32063086,,Centaurus,K,giants,1.281,-0.38,235.99,7.24,4586,30.905
65870,310.1177491,17.61952458,,Centaurus,F,main-sequence,0.533,3.89,2.43,7.87,6331,1.281
66068,310.6392518,17.80385024,,Centaurus,A,main-sequence,0.068,1.37,25.02,7.21,9289,1.79
66035,310.6453159,18.21424895,,Centaurus,A,main-sequence,0.094,1.99,13.71,8.65,8893,2.329
64925,307.8425672,16.84975636,,Centaurus,A,main-sequence,-0.006,1.28,31.08,6.87,10349,1.695
64550,307.0738246,17.50572483,,Centaurus,G,main-sequence,0.643,4.99,0.97,6.93,5702.1,0.992
64892,307.9772821,18.55520948,,Centaurus,B,main-sequence,-0.018,1.32,30.93,6.8,10599,1.806
65077,308.4193866,18.61041894,,Centaurus,G,main-sequence,0.605,4.65,1.25,9.45,5865,1.039
65178,308.6616565,18.90351836,,Centaurus,B,main-sequence,-0.024,1.22,35.15,6.67,10756,2.015
65460,309.2130201,17.95052938,,Centaurus,K,giants,1.189,2.59,13.58,8.77,4597,10.794
65691,309.902422,18.60643319,,Centaurus,K,giants,1.08,0.25,104.37,7.2,4694,17.285
65291,308.8908313,18.53268738,,Centaurus,K,main-sequence,0.716,4.81,1.15,9.61,5560,0.959
68598,313.7341382,8.72926423,,Centaurus,G,main-sequence,0.797,5.99,0.41,9.7,5327.5,0.754
69075,314.6962057,8.81852427,,Centaurus,K,main-sequence,0.941,6.71,0.24,9.5,4803,0.677
69545,315.9164001,9.61154821,,Centaurus,G,giants,0.983,0.69,62.94,7.11,5041,10.271
69668,316.2216609,9.80269168,,Centaurus,G,giants,0.856,5.79,0.51,10.07,5128,0.93
69174,315.1160038,9.50891658,HR 5296,Centaurus,B,main-sequence,-0.053,-1.02,309.52,5.96,11194,3.625
69374,315.7930814,10.28311266,,Centaurus,F,main-sequence,0.474,3.79,2.61,8.97,6642,1.22
68088,312.9862642,9.56261407,,Centaurus,A,giants,0.291,-0.93,195.02,6.73,7913,12.472
68335,313.45503,9.58698053,,Centaurus,F,main-sequence,0.489,3.04,5.22,8.43,6535,1.807
67973,312.7675077,9.48906713,HR 5230,Centaurus,B,main-sequence,-0.072,0.49,85.29,5.66,11402,2.72
67780,312.7029629,10.53196273,,Centaurus,K,giants,1.035,0.96,51.62,7.64,4990,9.895
67957,313.0951118,10.86223511,,Centaurus,F,main-sequence,0.592,4,2.25,9.23,6146,1.646
67970,313.119097,10.86168467,,Centaurus,F,main-sequence,0.427,3.36,3.8,8.7,6831,1.59
68035,313.2508009,10.91535601,,Centaurus,G,giants,0.962,0.72,60.23,6.92,5144,8.27
68333,313.8620937,11.05658062,HR 5251,Centaurus,G,giants,0.957,0.8,55.72,5.92,4968,11.047
68375,313.9750811,11.17300926,,Centaurus,K,giants,1.199,2.43,15.9,7.58,4610,6.003
68950,315.0643445,10.7749482,,Centaurus,G,main-sequence,0.571,4.22,1.82,8.38,6120,1.251
68781,314.7937681,11.10543153,,Centaurus,A,main-sequence,0.125,2.39,9.32,7.64,8780,1.519
69336,316.0532162,11.38637044,,Centaurus,G,giants,0.986,1.47,30.92,7.84,4973,10.457
69302,316.040714,11.56082588,,Centaurus,A,sub-giants,0.319,2.77,6.44,8.55,7252,1.545
68558,314.4851765,11.57962854,,Centaurus,F,main-sequence,0.433,3.65,3.06,9.27,6775,1.551
69011,315.6738211,12.27241879,,Centaurus,B,main-sequence,0.001,1.58,23.07,6.43,9824,1.775
69072,315.9175534,12.66198801,,Centaurus,F,main-sequence,0.46,3.59,3.12,8.74,6571,1.655
69781,316.7420629,10.61940506,,Centaurus,G,main-sequence,0.65,4.39,1.63,8.67,5798,1.22
70124,317.5540736,10.94779752,,Lupus,A,main-sequence,0.199,2.32,9.84,7.53,8082,1.832
